,Path,Target
6130,../data/classification/Enron_spam/enron2/ham/0785.2000-03-21.kaminski.ham.txt,0.0
3145,../data/classification/Enron_spam/enron1/ham/3997.2001-03-26.farmer.ham.txt,0.0
11972,../data/classification/Enron_spam/enron3/ham/3959.2001-11-13.kitchen.ham.txt,0.0
14190,../data/classification/Enron_spam/enron5/ham/2812.2000-10-04.beck.ham.txt,0.0
9517,../data/classification/Enron_spam/enron3/ham/1277.2001-06-21.kitchen.ham.txt,0.0
10714,../data/classification/Enron_spam/enron3/ham/2475.2001-09-13.kitchen.ham.txt,0.0
7192,../data/classification/Enron_spam/enron2/ham/5144.2001-04-11.kaminski.ham.txt,0.0
5516,../data/classification/Enron_spam/enron4/spam/5615.2005-07-10.GP.spam.txt,1.0
11999,../data/classification/Enron_spam/enron5/spam/0183.2002-05-15.SA_and_HP.spam.txt,1.0
3755,../data/classification/Enron_spam/enron3/spam/1615.2004-11-29.BG.spam.txt,1.0
286,../data/classification/Enron_spam/enron1/spam/3941.2005-02-28.GP.spam.txt,1.0
7547,../data/classification/Enron_spam/enron4/spam/3992.2005-01-22.GP.spam.txt,1.0
14398,../data/classification/Enron_spam/enron6/spam/2300.2004-12-23.BG.spam.txt,1.0
10817,../data/classification/Enron_spam/enron5/spam/0908.2002-08-02.SA_and_HP.spam.txt,1.0
13294,../data/classification/Enron_spam/enron6/spam/3493.2005-02-17.BG.spam.txt,1.0
3992,../data/classification/Enron_spam/enron2/ham/0964.2000-04-11.kaminski.ham.txt,0.0
8517,../data/classification/Enron_spam/enron3/ham/3830.2001-11-07.kitchen.ham.txt,0.0
6810,../data/classification/Enron_spam/enron2/ham/3442.2000-11-27.kaminski.ham.txt,0.0
2905,../data/classification/Enron_spam/enron2/spam/1484.2002-09-19.SA_and_HP.spam.txt,1.0
8412,../data/classification/Enron_spam/enron3/ham/5500.2002-02-05.kitchen.ham.txt,0.0
11553,../data/classification/Enron_spam/enron5/spam/0909.2002-08-03.SA_and_HP.spam.txt,1.0
235,../data/classification/Enron_spam/enron1/ham/2625.2000-10-23.farmer.ham.txt,0.0
16604,../data/classification/Enron_spam/enron6/spam/1331.2004-10-30.BG.spam.txt,1.0
7370,../data/classification/Enron_spam/enron4/spam/5268.2005-05-24.GP.spam.txt,1.0
4145,../data/classification/Enron_spam/enron2/ham/1035.2000-04-18.kaminski.ham.txt,0.0
2139,../data/classification/Enron_spam/enron2/spam/3184.2005-06-30.SA_and_HP.spam.txt,1.0
7941,../data/classification/Enron_spam/enron2/ham/1311.2000-05-23.kaminski.ham.txt,0.0
12238,../data/classification/Enron_spam/enron5/spam/1738.2005-06-22.SA_and_HP.spam.txt,1.0
3608,../data/classification/Enron_spam/enron1/ham/4817.2001-08-14.farmer.ham.txt,0.0
7409,../data/classification/Enron_spam/enron2/ham/2912.2000-10-20.kaminski.ham.txt,0.0
13067,../data/classification/Enron_spam/enron6/spam/2894.2005-01-21.BG.spam.txt,1.0
10639,../data/classification/Enron_spam/enron3/ham/0932.2001-05-04.kitchen.ham.txt,0.0
1303,../data/classification/Enron_spam/enron1/ham/3952.2001-03-23.farmer.ham.txt,0.0
2584,../data/classification/Enron_spam/enron1/ham/0880.2000-04-06.farmer.ham.txt,0.0
2938,../data/classification/Enron_spam/enron1/ham/0215.2000-01-18.farmer.ham.txt,0.0
4120,../data/classification/Enron_spam/enron3/spam/3382.2005-03-02.BG.spam.txt,1.0
16486,../data/classification/Enron_spam/enron6/ham/1347.2000-10-09.lokay.ham.txt,0.0
9,../data/classification/Enron_spam/enron1/ham/4521.2001-05-09.farmer.ham.txt,0.0
15744,../data/classification/Enron_spam/enron6/ham/3176.2001-02-27.lokay.ham.txt,0.0
4051,../data/classification/Enron_spam/enron3/spam/3154.2005-02-17.BG.spam.txt,1.0
7802,../data/classification/Enron_spam/enron2/ham/5694.2001-05-02.kaminski.ham.txt,0.0
7967,../data/classification/Enron_spam/enron4/spam/2103.2004-08-20.GP.spam.txt,1.0
5386,../data/classification/Enron_spam/enron4/spam/0112.2004-01-03.GP.spam.txt,1.0
15013,../data/classification/Enron_spam/enron5/ham/3575.2000-12-01.beck.ham.txt,0.0
1733,../data/classification/Enron_spam/enron1/ham/1375.2000-06-16.farmer.ham.txt,0.0
9848,../data/classification/Enron_spam/enron5/spam/4247.2005-07-17.SA_and_HP.spam.txt,1.0
8569,../data/classification/Enron_spam/enron4/spam/2359.2004-09-14.GP.spam.txt,1.0
6037,../data/classification/Enron_spam/enron4/spam/5467.2005-06-20.GP.spam.txt,1.0
5979,../data/classification/Enron_spam/enron4/spam/5889.2005-08-24.GP.spam.txt,1.0
2619,../data/classification/Enron_spam/enron1/ham/0809.2000-03-31.farmer.ham.txt,0.0
7961,../data/classification/Enron_spam/enron4/spam/3034.2004-11-08.GP.spam.txt,1.0
2594,../data/classification/Enron_spam/enron1/ham/3927.2001-03-22.farmer.ham.txt,0.0
7257,../data/classification/Enron_spam/enron4/spam/1032.2004-05-02.GP.spam.txt,1.0
11057,../data/classification/Enron_spam/enron3/ham/3087.2001-10-15.kitchen.ham.txt,0.0
6998,../data/classification/Enron_spam/enron2/ham/4948.2001-04-02.kaminski.ham.txt,0.0
13546,../data/classification/Enron_spam/enron6/spam/2575.2005-01-07.BG.spam.txt,1.0
4771,../data/classification/Enron_spam/enron2/ham/5391.2001-04-23.kaminski.ham.txt,0.0
9111,../data/classification/Enron_spam/enron3/ham/2225.2001-08-31.kitchen.ham.txt,0.0
9605,../data/classification/Enron_spam/enron3/ham/1238.2001-06-19.kitchen.ham.txt,0.0
10859,../data/classification/Enron_spam/enron5/spam/0147.2002-05-13.SA_and_HP.spam.txt,1.0
11947,../data/classification/Enron_spam/enron5/spam/1203.2002-09-13.SA_and_HP.spam.txt,1.0
5845,../data/classification/Enron_spam/enron2/ham/5583.2001-04-30.kaminski.ham.txt,0.0
8509,../data/classification/Enron_spam/enron3/ham/1170.2001-06-11.kitchen.ham.txt,0.0
15330,../data/classification/Enron_spam/enron6/spam/2524.2005-01-04.BG.spam.txt,1.0
1028,../data/classification/Enron_spam/enron1/ham/2025.2000-08-24.farmer.ham.txt,0.0
628,../data/classification/Enron_spam/enron1/ham/4140.2001-03-30.farmer.ham.txt,0.0
3663,../data/classification/Enron_spam/enron1/ham/3522.2001-02-05.farmer.ham.txt,0.0
10291,../data/classification/Enron_spam/enron3/ham/0464.2001-04-03.kitchen.ham.txt,0.0
7997,../data/classification/Enron_spam/enron4/spam/1799.2004-07-20.GP.spam.txt,1.0
3017,../data/classification/Enron_spam/enron3/spam/1547.2004-11-24.BG.spam.txt,1.0
10868,../data/classification/Enron_spam/enron5/spam/4111.2005-07-15.SA_and_HP.spam.txt,1.0
1161,../data/classification/Enron_spam/enron1/spam/4486.2005-05-15.GP.spam.txt,1.0
10234,../data/classification/Enron_spam/enron3/ham/5012.2002-01-09.kitchen.ham.txt,0.0
15634,../data/classification/Enron_spam/enron6/spam/2369.2004-12-27.BG.spam.txt,1.0
7973,../data/classification/Enron_spam/enron4/spam/1078.2004-05-05.GP.spam.txt,1.0
7394,../data/classification/Enron_spam/enron2/ham/0206.2000-01-12.kaminski.ham.txt,0.0
13033,../data/classification/Enron_spam/enron6/spam/4151.2005-03-29.BG.spam.txt,1.0
5291,../data/classification/Enron_spam/enron2/ham/3767.2000-12-19.kaminski.ham.txt,0.0
7946,../data/classification/Enron_spam/enron4/spam/0238.2004-01-21.GP.spam.txt,1.0
6584,../data/classification/Enron_spam/enron4/spam/2881.2004-10-27.GP.spam.txt,1.0
2196,../data/classification/Enron_spam/enron1/ham/4583.2001-05-22.farmer.ham.txt,0.0
15186,../data/classification/Enron_spam/enron6/ham/1217.2000-09-29.lokay.ham.txt,0.0
9410,../data/classification/Enron_spam/enron5/spam/4727.2005-07-19.SA_and_HP.spam.txt,1.0
6873,../data/classification/Enron_spam/enron2/ham/1325.2000-05-24.kaminski.ham.txt,0.0
899,../data/classification/Enron_spam/enron1/spam/1740.2004-08-01.GP.spam.txt,1.0
14163,../data/classification/Enron_spam/enron5/ham/4028.2001-01-16.beck.ham.txt,0.0
12443,../data/classification/Enron_spam/enron5/spam/1324.2002-09-26.SA_and_HP.spam.txt,1.0
9962,../data/classification/Enron_spam/enron5/spam/1914.2005-06-23.SA_and_HP.spam.txt,1.0
6307,../data/classification/Enron_spam/enron2/ham/1565.2000-06-26.kaminski.ham.txt,0.0
6249,../data/classification/Enron_spam/enron2/ham/1962.2000-07-28.kaminski.ham.txt,0.0
8612,../data/classification/Enron_spam/enron3/ham/3121.2001-10-16.kitchen.ham.txt,0.0
9100,../data/classification/Enron_spam/enron3/ham/2842.2001-10-01.kitchen.ham.txt,0.0
11808,../data/classification/Enron_spam/enron3/ham/3457.2001-10-26.kitchen.ham.txt,0.0
8809,../data/classification/Enron_spam/enron3/ham/2640.2001-09-21.kitchen.ham.txt,0.0
1413,../data/classification/Enron_spam/enron1/ham/4599.2001-05-23.farmer.ham.txt,0.0
1233,../data/classification/Enron_spam/enron1/ham/5062.2001-11-09.farmer.ham.txt,0.0
2961,../data/classification/Enron_spam/enron1/ham/5000.2001-10-23.farmer.ham.txt,0.0
8546,../data/classification/Enron_spam/enron4/spam/5523.2005-06-28.GP.spam.txt,1.0
5832,../data/classification/Enron_spam/enron2/ham/3568.2000-12-05.kaminski.ham.txt,0.0
14259,../data/classification/Enron_spam/enron5/ham/0799.2000-04-24.beck.ham.txt,0.0
5376,../data/classification/Enron_spam/enron4/spam/0367.2004-02-09.GP.spam.txt,1.0
5981,../data/classification/Enron_spam/enron2/ham/1551.2000-06-23.kaminski.ham.txt,0.0
8181,../data/classification/Enron_spam/enron3/ham/5077.2002-01-12.kitchen.ham.txt,0.0
4313,../data/classification/Enron_spam/enron3/spam/4742.2005-06-07.BG.spam.txt,1.0
6687,../data/classification/Enron_spam/enron4/spam/0771.2004-04-06.GP.spam.txt,1.0
16965,../data/classification/Enron_spam/enron6/spam/2140.2004-12-16.BG.spam.txt,1.0
11422,../data/classification/Enron_spam/enron5/spam/1571.2005-06-21.SA_and_HP.spam.txt,1.0
16906,../data/classification/Enron_spam/enron6/spam/5008.2005-05-26.BG.spam.txt,1.0
11356,../data/classification/Enron_spam/enron3/ham/1852.2001-07-31.kitchen.ham.txt,0.0
11867,../data/classification/Enron_spam/enron3/ham/2728.2001-09-26.kitchen.ham.txt,0.0
16020,../data/classification/Enron_spam/enron6/spam/0045.2004-08-03.BG.spam.txt,1.0
2929,../data/classification/Enron_spam/enron2/spam/2567.2005-06-26.SA_and_HP.spam.txt,1.0
5295,../data/classification/Enron_spam/enron2/ham/3848.2000-12-28.kaminski.ham.txt,0.0
15896,../data/classification/Enron_spam/enron6/spam/5798.2005-07-17.BG.spam.txt,1.0
2326,../data/classification/Enron_spam/enron2/spam/1374.2002-09-10.SA_and_HP.spam.txt,1.0
8486,../data/classification/Enron_spam/enron3/ham/2551.2001-09-17.kitchen.ham.txt,0.0
14487,../data/classification/Enron_spam/enron5/ham/1463.2000-06-16.beck.ham.txt,0.0
13170,../data/classification/Enron_spam/enron4/ham/0933.2001-07-02.williams.ham.txt,0.0
5577,../data/classification/Enron_spam/enron2/ham/0435.2000-02-11.kaminski.ham.txt,0.0
14039,../data/classification/Enron_spam/enron5/ham/1967.2000-07-21.beck.ham.txt,0.0
2000,../data/classification/Enron_spam/enron1/ham/0795.2000-03-30.farmer.ham.txt,0.0
6136,../data/classification/Enron_spam/enron2/ham/0887.2000-04-03.kaminski.ham.txt,0.0
16035,../data/classification/Enron_spam/enron6/ham/2614.2001-01-19.lokay.ham.txt,0.0
5812,../data/classification/Enron_spam/enron2/ham/3928.2001-01-05.kaminski.ham.txt,0.0
11021,../data/classification/Enron_spam/enron5/spam/3312.2005-07-03.SA_and_HP.spam.txt,1.0
9186,../data/classification/Enron_spam/enron5/spam/0477.2002-06-10.SA_and_HP.spam.txt,1.0
11683,../data/classification/Enron_spam/enron3/ham/3021.2001-10-10.kitchen.ham.txt,0.0
8366,../data/classification/Enron_spam/enron4/spam/3696.2004-12-27.GP.spam.txt,1.0
747,../data/classification/Enron_spam/enron1/ham/0690.2000-03-22.farmer.ham.txt,0.0
8748,../data/classification/Enron_spam/enron3/ham/3228.2001-10-21.kitchen.ham.txt,0.0
9265,../data/classification/Enron_spam/enron5/spam/0018.2001-07-13.SA_and_HP.spam.txt,1.0
2559,../data/classification/Enron_spam/enron2/spam/4025.2005-07-05.SA_and_HP.spam.txt,1.0
7338,../data/classification/Enron_spam/enron2/ham/0463.2000-02-15.kaminski.ham.txt,0.0
15742,../data/classification/Enron_spam/enron6/spam/5329.2005-06-18.BG.spam.txt,1.0
12019,../data/classification/Enron_spam/enron5/spam/4126.2005-07-16.SA_and_HP.spam.txt,1.0
15795,../data/classification/Enron_spam/enron6/ham/5402.2002-01-24.lokay.ham.txt,0.0
15632,../data/classification/Enron_spam/enron6/spam/2585.2005-01-07.BG.spam.txt,1.0
7274,../data/classification/Enron_spam/enron2/ham/5392.2001-04-23.kaminski.ham.txt,0.0
12866,../data/classification/Enron_spam/enron4/ham/0013.2001-04-03.williams.ham.txt,0.0
7185,../data/classification/Enron_spam/enron4/spam/0548.2004-03-05.GP.spam.txt,1.0
9493,../data/classification/Enron_spam/enron5/spam/3896.2005-07-13.SA_and_HP.spam.txt,1.0
7627,../data/classification/Enron_spam/enron2/ham/2184.2000-08-15.kaminski.ham.txt,0.0
16043,../data/classification/Enron_spam/enron6/ham/4421.2001-09-04.lokay.ham.txt,0.0
4565,../data/classification/Enron_spam/enron4/spam/0054.2003-12-24.GP.spam.txt,1.0
2761,../data/classification/Enron_spam/enron1/ham/0083.1999-12-28.farmer.ham.txt,0.0
5111,../data/classification/Enron_spam/enron2/ham/4383.2001-02-02.kaminski.ham.txt,0.0
7102,../data/classification/Enron_spam/enron4/spam/4845.2005-04-08.GP.spam.txt,1.0
11480,../data/classification/Enron_spam/enron3/ham/2726.2001-09-26.kitchen.ham.txt,0.0
5790,../data/classification/Enron_spam/enron4/spam/1299.2004-05-28.GP.spam.txt,1.0
13789,../data/classification/Enron_spam/enron6/spam/5022.2005-05-27.BG.spam.txt,1.0
5577,../data/classification/Enron_spam/enron4/spam/5040.2005-04-28.GP.spam.txt,1.0
2747,../data/classification/Enron_spam/enron2/spam/4418.2005-07-12.SA_and_HP.spam.txt,1.0
5135,../data/classification/Enron_spam/enron4/spam/3817.2005-01-07.GP.spam.txt,1.0
1275,../data/classification/Enron_spam/enron1/spam/2287.2004-09-26.GP.spam.txt,1.0
5059,../data/classification/Enron_spam/enron2/ham/3872.2001-01-02.kaminski.ham.txt,0.0
10916,../data/classification/Enron_spam/enron3/ham/1024.2001-05-17.kitchen.ham.txt,0.0
13780,../data/classification/Enron_spam/enron5/ham/4021.2001-01-16.beck.ham.txt,0.0
10853,../data/classification/Enron_spam/enron3/ham/5486.2002-02-05.kitchen.ham.txt,0.0
9672,../data/classification/Enron_spam/enron5/spam/1657.2005-06-22.SA_and_HP.spam.txt,1.0
8652,../data/classification/Enron_spam/enron3/ham/4365.2001-11-30.kitchen.ham.txt,0.0
240,../data/classification/Enron_spam/enron1/ham/3521.2001-02-05.farmer.ham.txt,0.0
11842,../data/classification/Enron_spam/enron5/spam/3981.2005-07-14.SA_and_HP.spam.txt,1.0
15151,../data/classification/Enron_spam/enron6/spam/2126.2004-12-15.BG.spam.txt,1.0
12516,../data/classification/Enron_spam/enron4/ham/1197.2001-07-10.williams.ham.txt,0.0
2233,../data/classification/Enron_spam/enron1/ham/3394.2001-01-22.farmer.ham.txt,0.0
16283,../data/classification/Enron_spam/enron6/ham/2592.2001-01-18.lokay.ham.txt,0.0
1773,../data/classification/Enron_spam/enron1/ham/4069.2001-03-28.farmer.ham.txt,0.0
4125,../data/classification/Enron_spam/enron3/spam/0830.2004-10-10.BG.spam.txt,1.0
7573,../data/classification/Enron_spam/enron2/ham/1130.2000-04-28.kaminski.ham.txt,0.0
10683,../data/classification/Enron_spam/enron3/ham/0266.2001-03-20.kitchen.ham.txt,0.0
9984,../data/classification/Enron_spam/enron3/ham/5477.2002-02-05.kitchen.ham.txt,0.0
9534,../data/classification/Enron_spam/enron3/ham/4227.2001-11-26.kitchen.ham.txt,0.0
765,../data/classification/Enron_spam/enron1/ham/3715.2001-03-06.farmer.ham.txt,0.0
13347,../data/classification/Enron_spam/enron6/spam/4304.2005-04-09.BG.spam.txt,1.0
3661,../data/classification/Enron_spam/enron3/spam/4047.2005-04-21.BG.spam.txt,1.0
15335,../data/classification/Enron_spam/enron6/spam/2773.2005-01-17.BG.spam.txt,1.0
1835,../data/classification/Enron_spam/enron2/spam/0926.2002-07-25.SA_and_HP.spam.txt,1.0
16256,../data/classification/Enron_spam/enron6/ham/0032.2000-06-13.lokay.ham.txt,0.0
9952,../data/classification/Enron_spam/enron5/spam/1180.2002-09-11.SA_and_HP.spam.txt,1.0
9920,../data/classification/Enron_spam/enron3/ham/3331.2001-10-24.kitchen.ham.txt,0.0
16308,../data/classification/Enron_spam/enron6/ham/1423.2000-10-13.lokay.ham.txt,0.0
8649,../data/classification/Enron_spam/enron4/spam/0463.2004-02-21.GP.spam.txt,1.0
12160,../data/classification/Enron_spam/enron5/spam/1216.2002-09-16.SA_and_HP.spam.txt,1.0
8133,../data/classification/Enron_spam/enron4/spam/4700.2005-03-21.GP.spam.txt,1.0
965,../data/classification/Enron_spam/enron1/spam/4958.2005-08-04.GP.spam.txt,1.0
12678,../data/classification/Enron_spam/enron4/ham/4136.2002-01-03.williams.ham.txt,0.0
15125,../data/classification/Enron_spam/enron6/spam/1358.2004-11-01.BG.spam.txt,1.0
15319,../data/classification/Enron_spam/enron6/ham/3213.2001-03-07.lokay.ham.txt,0.0
15640,../data/classification/Enron_spam/enron6/spam/4385.2005-04-13.BG.spam.txt,1.0
10300,../data/classification/Enron_spam/enron5/spam/3055.2005-07-01.SA_and_HP.spam.txt,1.0
2522,../data/classification/Enron_spam/enron2/spam/3532.2005-07-02.SA_and_HP.spam.txt,1.0
13788,../data/classification/Enron_spam/enron6/spam/2936.2005-01-22.BG.spam.txt,1.0
7643,../data/classification/Enron_spam/enron2/ham/4439.2001-02-07.kaminski.ham.txt,0.0
8015,../data/classification/Enron_spam/enron4/spam/3099.2004-11-12.GP.spam.txt,1.0
2379,../data/classification/Enron_spam/enron2/spam/4693.2005-07-15.SA_and_HP.spam.txt,1.0
1826,../data/classification/Enron_spam/enron2/spam/1728.2005-06-21.SA_and_HP.spam.txt,1.0
6596,../data/classification/Enron_spam/enron4/spam/2461.2004-09-23.GP.spam.txt,1.0
16727,../data/classification/Enron_spam/enron6/spam/2136.2004-12-15.BG.spam.txt,1.0
3658,../data/classification/Enron_spam/enron3/spam/2961.2005-02-07.BG.spam.txt,1.0
1031,../data/classification/Enron_spam/enron1/spam/1670.2004-07-21.GP.spam.txt,1.0
5018,../data/classification/Enron_spam/enron4/spam/1896.2004-07-30.GP.spam.txt,1.0
8461,../data/classification/Enron_spam/enron4/spam/0319.2004-02-01.GP.spam.txt,1.0
7968,../data/classification/Enron_spam/enron4/spam/5515.2005-06-27.GP.spam.txt,1.0
16822,../data/classification/Enron_spam/enron6/spam/0395.2004-08-30.BG.spam.txt,1.0
11113,../data/classification/Enron_spam/enron5/spam/0670.2002-07-22.SA_and_HP.spam.txt,1.0
11503,../data/classification/Enron_spam/enron3/ham/1079.2001-05-24.kitchen.ham.txt,0.0
12818,../data/classification/Enron_spam/enron6/spam/3163.2005-02-01.BG.spam.txt,1.0
4880,../data/classification/Enron_spam/enron4/spam/0403.2004-02-13.GP.spam.txt,1.0
16472,../data/classification/Enron_spam/enron6/spam/3907.2005-03-14.BG.spam.txt,1.0
891,../data/classification/Enron_spam/enron1/ham/2589.2000-10-19.farmer.ham.txt,0.0
3270,../data/classification/Enron_spam/enron3/spam/2633.2005-01-22.BG.spam.txt,1.0
10018,../data/classification/Enron_spam/enron5/spam/2827.2005-06-30.SA_and_HP.spam.txt,1.0
4696,../data/classification/Enron_spam/enron2/ham/5296.2001-04-18.kaminski.ham.txt,0.0
1981,../data/classification/Enron_spam/enron2/spam/0291.2002-05-22.SA_and_HP.spam.txt,1.0
15548,../data/classification/Enron_spam/enron6/spam/5599.2005-07-06.BG.spam.txt,1.0
14173,../data/classification/Enron_spam/enron6/spam/5773.2005-07-16.BG.spam.txt,1.0
6980,../data/classification/Enron_spam/enron2/ham/2582.2000-09-28.kaminski.ham.txt,0.0
10100,../data/classification/Enron_spam/enron5/spam/3225.2005-07-03.SA_and_HP.spam.txt,1.0
10293,../data/classification/Enron_spam/enron5/spam/1721.2005-06-22.SA_and_HP.spam.txt,1.0
1483,../data/classification/Enron_spam/enron1/ham/3693.2001-03-01.farmer.ham.txt,0.0
6009,../data/classification/Enron_spam/enron4/spam/0201.2004-01-14.GP.spam.txt,1.0
7032,../data/classification/Enron_spam/enron4/spam/4454.2005-02-24.GP.spam.txt,1.0
7116,../data/classification/Enron_spam/enron2/ham/5773.2001-05-04.kaminski.ham.txt,0.0
1854,../data/classification/Enron_spam/enron1/ham/1929.2000-08-11.farmer.ham.txt,0.0
11257,../data/classification/Enron_spam/enron5/spam/3959.2005-07-14.SA_and_HP.spam.txt,1.0
7802,../data/classification/Enron_spam/enron4/spam/3048.2004-11-09.GP.spam.txt,1.0
15638,../data/classification/Enron_spam/enron6/ham/0491.2000-07-21.lokay.ham.txt,0.0
12572,../data/classification/Enron_spam/enron5/spam/1898.2005-06-23.SA_and_HP.spam.txt,1.0
1514,../data/classification/Enron_spam/enron2/spam/1872.2005-06-22.SA_and_HP.spam.txt,1.0
12316,../data/classification/Enron_spam/enron5/spam/2381.2005-06-27.SA_and_HP.spam.txt,1.0
303,../data/classification/Enron_spam/enron1/spam/1182.2004-05-21.GP.spam.txt,1.0
15911,../data/classification/Enron_spam/enron6/spam/1039.2004-10-14.BG.spam.txt,1.0
14742,../data/classification/Enron_spam/enron5/ham/0167.2000-02-02.beck.ham.txt,0.0
7954,../data/classification/Enron_spam/enron4/spam/3958.2005-01-18.GP.spam.txt,1.0
16747,../data/classification/Enron_spam/enron6/spam/3647.2005-02-25.BG.spam.txt,1.0
1849,../data/classification/Enron_spam/enron1/ham/2299.2000-09-20.farmer.ham.txt,0.0
5734,../data/classification/Enron_spam/enron2/ham/3772.2000-12-19.kaminski.ham.txt,0.0
1402,../data/classification/Enron_spam/enron1/spam/4018.2005-03-10.GP.spam.txt,1.0
2227,../data/classification/Enron_spam/enron2/spam/1920.2005-06-22.SA_and_HP.spam.txt,1.0
10545,../data/classification/Enron_spam/enron5/spam/5085.2005-07-21.SA_and_HP.spam.txt,1.0
12693,../data/classification/Enron_spam/enron6/spam/1530.2004-11-10.BG.spam.txt,1.0
2554,../data/classification/Enron_spam/enron2/spam/2700.2005-06-27.SA_and_HP.spam.txt,1.0
15061,../data/classification/Enron_spam/enron6/ham/3304.2001-03-21.lokay.ham.txt,0.0
2441,../data/classification/Enron_spam/enron1/ham/3864.2001-03-20.farmer.ham.txt,0.0
11672,../data/classification/Enron_spam/enron5/spam/1802.2005-06-23.SA_and_HP.spam.txt,1.0
236,../data/classification/Enron_spam/enron1/spam/3811.2005-02-11.GP.spam.txt,1.0
4500,../data/classification/Enron_spam/enron4/spam/2450.2004-09-22.GP.spam.txt,1.0
1682,../data/classification/Enron_spam/enron1/ham/1567.2000-06-30.farmer.ham.txt,0.0
1200,../data/classification/Enron_spam/enron1/ham/0273.2000-01-28.farmer.ham.txt,0.0
16197,../data/classification/Enron_spam/enron6/spam/3400.2005-02-12.BG.spam.txt,1.0
131,../data/classification/Enron_spam/enron1/spam/3065.2004-12-05.GP.spam.txt,1.0
14328,../data/classification/Enron_spam/enron5/ham/4424.2001-02-15.beck.ham.txt,0.0
5813,../data/classification/Enron_spam/enron2/ham/5519.2001-04-27.kaminski.ham.txt,0.0
14764,../data/classification/Enron_spam/enron6/spam/5795.2005-07-17.BG.spam.txt,1.0
10700,../data/classification/Enron_spam/enron5/spam/3547.2005-07-05.SA_and_HP.spam.txt,1.0
3073,../data/classification/Enron_spam/enron3/spam/4767.2005-06-10.BG.spam.txt,1.0
9481,../data/classification/Enron_spam/enron3/ham/1489.2001-07-06.kitchen.ham.txt,0.0
14035,../data/classification/Enron_spam/enron6/spam/2570.2005-01-07.BG.spam.txt,1.0
14475,../data/classification/Enron_spam/enron5/ham/2013.2000-07-26.beck.ham.txt,0.0
6349,../data/classification/Enron_spam/enron4/spam/0158.2004-01-10.GP.spam.txt,1.0
6223,../data/classification/Enron_spam/enron4/spam/4144.2005-02-03.GP.spam.txt,1.0
2947,../data/classification/Enron_spam/enron2/spam/4504.2005-07-14.SA_and_HP.spam.txt,1.0
6875,../data/classification/Enron_spam/enron4/spam/5289.2005-05-27.GP.spam.txt,1.0
6671,../data/classification/Enron_spam/enron2/ham/5695.2001-05-02.kaminski.ham.txt,0.0
2743,../data/classification/Enron_spam/enron1/ham/5144.2002-01-04.farmer.ham.txt,0.0
12742,../data/classification/Enron_spam/enron6/spam/2830.2005-01-19.BG.spam.txt,1.0
16249,../data/classification/Enron_spam/enron6/spam/0360.2004-08-27.BG.spam.txt,1.0
3620,../data/classification/Enron_spam/enron1/ham/0096.1999-12-29.farmer.ham.txt,0.0
1904,../data/classification/Enron_spam/enron1/ham/2450.2000-10-05.farmer.ham.txt,0.0
3697,../data/classification/Enron_spam/enron2/ham/4207.2001-01-23.kaminski.ham.txt,0.0
10540,../data/classification/Enron_spam/enron5/spam/0270.2002-05-22.SA_and_HP.spam.txt,1.0
3787,../data/classification/Enron_spam/enron3/spam/2747.2005-01-28.BG.spam.txt,1.0
2076,../data/classification/Enron_spam/enron1/ham/1862.2000-08-03.farmer.ham.txt,0.0
4122,../data/classification/Enron_spam/enron2/ham/3159.2000-11-03.kaminski.ham.txt,0.0
8004,../data/classification/Enron_spam/enron4/spam/0421.2004-02-14.GP.spam.txt,1.0
11954,../data/classification/Enron_spam/enron5/spam/0989.2002-08-08.SA_and_HP.spam.txt,1.0
13806,../data/classification/Enron_spam/enron5/ham/3666.2000-12-07.beck.ham.txt,0.0
7374,../data/classification/Enron_spam/enron4/spam/2094.2004-08-20.GP.spam.txt,1.0
12326,../data/classification/Enron_spam/enron4/ham/4280.2002-01-05.williams.ham.txt,0.0
1674,../data/classification/Enron_spam/enron1/ham/0461.2000-02-22.farmer.ham.txt,0.0
14084,../data/classification/Enron_spam/enron5/ham/2226.2000-08-23.beck.ham.txt,0.0
7317,../data/classification/Enron_spam/enron4/spam/2340.2004-09-13.GP.spam.txt,1.0
15543,../data/classification/Enron_spam/enron6/ham/2193.2000-12-08.lokay.ham.txt,0.0
16187,../data/classification/Enron_spam/enron6/ham/4452.2001-09-06.lokay.ham.txt,0.0
15374,../data/classification/Enron_spam/enron6/ham/0066.2000-06-15.lokay.ham.txt,0.0
14807,../data/classification/Enron_spam/enron5/ham/5110.2001-04-19.beck.ham.txt,0.0
6227,../data/classification/Enron_spam/enron2/ham/2818.2000-10-16.kaminski.ham.txt,0.0
560,../data/classification/Enron_spam/enron1/ham/2657.2000-10-25.farmer.ham.txt,0.0
5439,../data/classification/Enron_spam/enron2/ham/5356.2001-04-20.kaminski.ham.txt,0.0
7159,../data/classification/Enron_spam/enron2/ham/5725.2001-05-02.kaminski.ham.txt,0.0
1501,../data/classification/Enron_spam/enron1/ham/4273.2001-04-12.farmer.ham.txt,0.0
8892,../data/classification/Enron_spam/enron3/ham/4204.2001-11-22.kitchen.ham.txt,0.0
2083,../data/classification/Enron_spam/enron2/spam/5341.2005-07-19.SA_and_HP.spam.txt,1.0
15325,../data/classification/Enron_spam/enron6/ham/5957.2002-03-22.lokay.ham.txt,0.0
